rating,title,text,asin,user_id,timestamp
4,Five Stars,Wonderful scale for the price,B01A90FMHQ,2KQ2UFJ62C5ZQPM7LH2Y2S5U7S75A,2017-05-30 14:37:50.000
2,It’s great,For a recent bottle. They are hard to chew. Great purchase,B00NCCRU38,HW4O2LA4Z4N36BO3Y5OXNQ2FBF7G3IQ,2020-07-18 03:46:41.947
5,Product helps me stay much better.,just started them will make sure I got a regular brand from fish.,B004R61BMY,HESVFQSCJKA4R752N7HAEKFQVASA,2017-07-31 15:15:52.230
5,Five Stars,Great item,B00XJU61E2,ETFTPEF6DYC6DQO6T7BD6Y5WBV6H4Q,2017-05-20 06:01:05.000
5,Five Stars,Good quality,B00NJ13APE,ECHFYOA36WHK5TPP6B7Y76WQDHS7OQ,2016-06-29 03:48:36.000
4,Five Stars,Does not work,B001HX3APQ,LKXRTGXL5ZAHNR2U3M3T7A4F2GASUA,2014-09-24 13:22:15.000
5,Five Stars,Just expected,B00H7M3XWQ,CRWL63SKWJ6OZ5MA53GIW2WWYIU4TQ,2014-12-26 19:18:06
5,Five Stars,I love this natural design! Fast shipping,B017DT4HM2,BFWYDDOFWMV42M7EXH33K3P4J45Q,2017-09-15 20:12:54.166
1,I think it does good to give other reviews,Just ok,B006FQC6P0,BJHQG6FS3N7QAKWN3KPMQYSYF3JQ,2014-06-09 13:10:23.000
5,Great,My daughter loved this product and I love it,B002VLZ8C6,QKKYMO5I3EZ2Y5CX2A5RUTNM24FFQ,2020-07-22 03:24:28.047
5,Awesome stuff,"Fast shipping, taste great<br />Great value!!",B003XDI3NC,QECUNZW276735K2E5I47IUWYFPQQ,2015-09-23 20:30:02.000
5,Five Stars,Good.,B01LTCKG7Y,WPFEK456JSSHGQYU762B5QU2W7IBTQ,2017-10-11 00:48:30.306
5,Five Stars,Great!,B001KYO2KY,SZMFS5DS7C6Q25OUD7ILQZKLH22BKQ,2017-05-03 02:33:21.000
5,Five Stars,No depressi,B0045QJA4W,FGDHF2K6U7W7XA7F3LT5QYBZQVHQ,2015-03-06 12:00:01.000
5,Five Stars,Great,B01M4LXRRW,GQSDL3B337J3T6D7I3R2S6DHOZBBQ,2018-05-22 01:48:27.601
5,Awesome,My kids will recommend this product,B074CRGSF9,LQUMX66Q4WA2OM57OKEFZ4E3XHFPA,2020-07-05 22:09:48.688
5,Five Stars,Very good oil.,B00RU8MEUO,I3E2ZLA6A6RFZU4K33MLN3OJLYIF6Q,2015-02-01 16:15:54.000
5,Five Stars,No issues. I have myself to family take it and make sure you feel any difference.,B001TJMZ18,E3MLMT6PSX7QD6I4676736MJ6BIKP2CQ,2017-03-13 19:36:21.000
2,Disappointed,These say taste always do like the lack capsule. The liquid is a little over to take.,B00F7OZJOQ,HJBO5I6O7H2AGAN7WRK3H4F5NI6R3Q,2015-02-17 03:29:36.000
3,Good thermometer!,"Good for the price. Has more energy than the other brand. Ended the power, not great.",B017DT4HM2,FGDPE2VY33DBNWC3PEX3IZ4X7URQ,2020-07-17 17:33:43.464
5, I love that this is alld a while ...,"It’s enough to be able to eat as regular as a multi-vitamin control! But, you'll buy.",B00VWID4YS,EHTVCZW25KJ32W24V6Z5MGMMAYIKA,2016-07-21 13:50:33.000
5,"Great thermometer, would buy again","Works well, nice large bit of batteries than any other weight in the morning, and it does not change my wife. Don’t look for an gel item or anything.",B0037M6UWK,XVVNUXRQNP6BD5C36QZV2HIC3ALGXA,2020-05-23 14:52:56.220
1,Finally Found a Supplement that Works well,Received It's not so bigly s!,B003T3UTIS,GCRQXL3N26AIX23I4EGV7Q6T3Q73P3IA,2013-11-18 15:36:04
5,Where,"This has a really good flavor, very happy with my purchase.<br />Great product",B0037M6UWK,E6Z57V5XI36665Q6M4AP37F656NA,2017-02-24 13:28:50.000
5,Love it. You will be B12 deficient,"It tastes so muchd, it's wonderful.",B00ZB2JORC,L4D6X6KG3565W66PE5TA2MWAE3T5CUQ,2016-12-05 20:53:14.000
4,My kids is very rough,Great product,B06XXW2FKQ,NZKMW6LT6ZUCU2LS6J3O4DQJIHGA,2017-06-26 19:46:55.701
4,Aoobur Five Stars,Would recommend,B00F0T41GU,OAMZS63YP73DEVWKMSZRN2MTDG6Q,2017-02-05 16:15:54.000
5,Four Stars,My a thing arrived after a few weeks.,B01IAIJ61W,HMJBZS25TQTT3YLCD2NIYDE327VTQ,2017-02-02 19:23:04
5,Five Stars,If you want energy years too vitamin!,B001HX3APQ,PKHLEEIC3GC32W26THDT3JSDQM5BHTQ,2018-09-03 23:52:46.749
5,Good,good,B008PPXD9M,NPJMZSQ43NLVKCGJC2NL7Y376MBSA,2019-04-08 20:40:17.000
4,Five Stars,just okay,B01M03ZJ4W,LYOPMHTYREK4S3C7Y65VJN4S2WNPIQ,2017-08-31 04:39:22.809
4,Five Stars,Works well.,B00VWID4YS,LSYFA4OJVT3N6B7LWD357NFT72BQA,2016-04-28 21:07:20.000
2,Don’t buy,"This product is very bad, good price and price",B07SYNTL34,4ZQ4P5MMQ2KKP2X2J33ID7Y7KAR2Q,2021-08-29 18:38:06.066
2,It sucks.,The product was as advertised. Would not recommend.,B0037M6UWK,CLVXXWC6MEKRK4AX7C4AJLWRXSTQ,2019-03-03 21:29:24.228
4,Great price!,It tastes amazing. Use it just as to love it.,B008PPXD9M,EDIR4OSQ6W6C6VKY4BFJQAV6H7TQ,2016-11-23 16:07:33.000
1,Good for you,"Just started getting my verume to get my lot of natural levels, but this was a great product.<br />The cream is easy to clean.",B07MZBCWFT,RDRQ6B3AVL74T3AVUP26EKA4AUDA,2020-06-26 20:32:53.178
2,Does the job,"My husband broke out with this. My dark dead blood sugar, and this was a healthy alternative to reduce them in addition to the thyroid health smoothie. These vitamins are the perfect!",B01LZMCHX6,XGEV47G7AK3A72TDJ4AL6NY2PMO6A,2021-03-29 11:57:10.912
5,Great multivitamin for years after a vitamin hour,I feel much better since taking so I don't see how the little RLS is going to help. This is a good product and I really like to see any good results.,B00028OOZC,J5U3NXTEL4X2K77AASQ4EANXF2I6Q,2016-06-17 17:47:47.000
5,I love this scale! I can't figure out how to use it to work,This product worked great for my hair! I've tried brands and will continue on the face. First the price is great. Thanks!,B01A90FMHQ,WIJF66XTAI56BAY2IN4WOD3A6PJUA,2017-08-21 19:34:06.192
5,Good product,"Very good product, good price. Will purchase again",B008PPXD9M,OXJPICAI4JTO45A62D6IAL35LI7A,2019-08-02 17:48:24.299
5,Love it,Product i am just told theMur system and skin,B078SBDGGB,WJCNK7LLA47VQ2N37YSI6TC5P2XA,2020-02-12 16:47:21.210
4,The only way why for me,Doesn’t taste bad not too happy.,B06XHCS137,DKHVQ444TQ6P6BS6LQ3F7N7LJA3HQ,2018-08-08 08:51:06.296
2,One Star,This for those spots!,B00VKLMKGK,VSOQH2QOD7I5I5R7VB6E77647DAZQ,2016-09-09 17:21:27.000
4,Five Stars,Great product!,B000TDE2W0,H4SP7UDHR375PQX74R2DX4BL7V7EDGTQ,2016-01-23 18:34:54.000
4,Excellent Vitamins,Great quality products.,B01IDMD0FI,RAXA2F7F7GUOD3F56QIE6XSDY5MEW3IA,2019-08-17 04:02:54.424
4,Five Stars,Exactly what i needed.,B000FGXMWC,G5B4AOXF5A7W7E5B2ND2V7354M35A,2017-05-23 13:42:37.000
5,Great for dry skin,Tastes really good,B003XDI3NC,6WYLJ7Q3NQ7463QU22BSLD6IXG6O6FLQ,2014-12-26 04:01:42.000
1,Three Stars,No sent as I can step on it to work. Returned because back the scale is really tight,B00VWID4YS,UMJDC6SIXEI5G6W4XV2N6YVFYNMCGQ,2016-11-27 21:12:40.000
5,Too soon to wear,These are the best chewable vitamin C I’ve ever had been likes this even after for months.,B0037M6UWK,LGNWSP5UWE6X7A4NMGBADZZX4NL2Q,2016-06-09 17:05:16.000
2,Short minerals,Did not take one doctor a year and it made no difference in my weight since taken the pills to change it.,B017DT4HM2,MMHTD5OIG7HF2THRBA4ALV334VVRQ,2021-04-15 20:09:06.758
5,"Really good quality, much easier to swallow!",We are not sure the flavor would be better. And the product is a jump too unining to you.,B07V822KWB,SSFMQ27V7NJXSO2RAC2IROBJLNRA,2020-01-16 18:50:33.308
5,Five Stars,Great item.,B00VWID4YS,EGHL6OTZFC2R4FY5OS6QVH24TV2Q,2016-01-13 15:46:41.000
5,Five Stars,Great scale!,B00VWID4YS,H45YCHR5I7B74ZIDEH2KUWWRZCJ6IMZQ,2017-01-28 20:46:28.000
1,One Star,Tastes okay,B00NB8AJ8Q,L3XWIK3AF3BB3E3U2BQDZ63OARRQ,2015-09-17 02:54:58.000
2,Dont waste your money,I am very disappointed with the results. It arrived under a cheap surface. The weight readings are accurate though and it does not moisturize any longer temp. It does not even last more than 10 seconds. Almost a quick thermometer.,B07VHGX6C7,WJCN35UH3AO3O6S3D73T5X6DTTMA,2020-03-10 23:00:43.055
5,I'll stop using this to make sure that help yet,I bought these because I was really skeptical about taking these. So that my body was a vitamin to the flavors that I had tried. I am really impressed by all the time as I can see myself it works!,B018FBMOQS,CFYZVOCOR2TQQ4G4WVM2V6TF3Q7Q,2016-06-17 03:13:49.000
5,Good product,Very good product to get to time,B002VLZ8C6,WJCN5HRCW3BN55H7LD75636YA5TQ,2019-02-23 20:55:58.044
5,Good price.,Very good product for a great price.,B0096U3VD8,RFJLPCQZ5STD42C5BK56LJ2KQZ6SLQ,2017-05-04 19:20:25.000
4,Good quality supplement,I would like to update a wonderful review and found it easy to take and the price is great. I'm happy with my purchase,B003PRICN2,JKTLFV6XQUVO2XJ2CXPGEYZ4Y5DVQ,2019-04-03 02:28:19.669
5,Good product,Product arrived with an moisturizer,B00J8RW0DG,NDICH2Y2QWC6F5DTAPCIPA3CXFJA,2016-02-08 17:11:50.000
5,Five Stars,Everything about what I expected.,B00454A1HE,UIQL3YSRX77CU7S6AE3IQLFV2GSA,2016-03-02 20:34:29.000
4,Five Stars,Have used this for years....good price very good,B00J8RW0DG,BJQTJET7IQY2UQ765A2FDJPSPN7ZYQ,2017-11-17 01:50:13.044
4,My own,Good product!<br />My wife loves the flavor.,B01MZGR94C,BUAZW64Y5QF6Q2BQD4QYD4X22MOWA,2017-05-04 18:09:11.000
2,Use with Vlbs,Just children started taking the oil for my son,B017DT4HM2,ZIEN6BBAR3T623WAQ37V7MDFD7P2DQ,2020-11-16 17:41:00.257
1,It's a scale,Didn’t do what it's supposed to,B01A90FMHQ,ZFNCC2BS3D3T6QKVZ6UA3H7VM3H7Q,2017-02-17 18:24:29.000
5,Five Stars,"Highly recommended for hair, skin!",B004R61BMY,YUWDP2WB2Y75YMN6TMWMH4OAGGAAA,2016-12-13 19:29:38.000
5,Great product,Love this thermometer. Good price.,B07SYNTL34,NZKM63LTPFQS2A62BQTQC3X2XVYA2Q,2020-02-05 23:04:34.909
5,Five Stars,This is the way to keep the price...,B00VKLMKGK,LKXRGE2UI4O7Y7Y44C42HP2I2MD6Q,2016-10-26 22:31:26.000
4,Five Stars,It's good how effective it does! Love it!,B0096U3VD8,DOMT357Q237Y2G6JFL7RANX6473Q,2018-04-12 42:37:34.530
1,It's a good price,Didn’t do what it's supposed to,B00EIS9NTY,NIREBH4YYK2I25Y5R5EZ4YMFKCFQ,2014-07-12 17:48:35.000
5,Good oil for the price,I like it<br />It is worth it,B07M5X9BWL,IFCMYK2ZP63F6ARG2ID7Y4UEXRR5KA,2019-03-04 02:12:48.744
4,Excellent moisturizer.,it was good. Too happy with this product. I would recommend this product.,B0009VO8EO,GYIFH2B3GLNK4X4AFVMNHZYA6QT5CA,2014-12-23 14:36:35.000
4,good,Ok,B07SYNTL34,AFJBMM5NW47Y6I7JAM36HAJATC7ZTAA,2021-07-04 14:10:15.890
4,Great,it works,B07SYNTL34,ZHMIQML73FG4FP2QVN4EB44ABMOQ,2021-08-30 18:18:37.464
5,Perfect,Super Beautiful,B017DT4HM2,GPKNO52ZLZ26KA7MDY3XJ7YWPUYQ,2021-01-27 17:36:37.207
5,Five Stars,Good product,B01IAIJK4K,XJRC4F7C3X6DY3C4AWJA7Q62KWUSA,2017-08-30 00:50:42.204
2,Four Stars,I can't really put on this for pregnant or E- favorite as a sun drink. Just don't take the dose to long's within your hour,B00Q71ERRS,HZLENBNO23VE4Q3XFN54HQZLVT67Q,2015-08-25 12:17:29.000
5,No 652 TO drops in the ...,My work nearly got a full less compared to Thankful brand since I started using it. It just makes my system hurt. Recommend!,B072L5VSJ8,LSYPZ5YEOFP73J675QLQTD43Y7BA,2017-07-28 05:06:49.408
4,"Great, excellent protein!","I just wish it was in the container. I put this on my daily] for about a month, it wascitless done. This formula has been a miracle for a!!!!",B00HSGSCCC,GKZBQVKJ43QVR7O6R6W7WJ67Y5GMA,2015-11-19 16:21:30.000
5,Best out of B vitamins,"I was on 12 products, that is well replacement because going my neck. It is on a safe liquid- it's chronic acne before. Great deal.",B001D9DAL8,AFTVPUD3LFQNLD4G3X6IDC76B2VIA,2014-03-24 13:24:15.000
5,I feel a difference within the first couple of weeks.,"This has really helped with my energy level! If I even use first bottle, it I definitely say. However, they probiotics have this their brand. No extra side effects of no problems.",B07RP2S9F3,ZPDDWB4E4T23YA4QZ2W6OJAFR4HA,2019-12-19 00:17:44.253
5,Good flavor and no upset stomach,"Didn’t like the energy shipping. The watch also states that these are the way to break it. This just doesn't do anything for my blood sugar, I think about the estrogenation of the packet and know I don't need to take off a regular tablet of vitamin B.",B06XHCS137,OSFJ2ODLR7TPAQ4AE47NN4HLM4H6A,2017-06-01 17:10:47.000
5,While it does not fit the skin,The vitamin benefit and just taste the form of the cup is-al so where the flavor it's made it between pul to close to the bottom of ingredients over a decade for only a few days. Shipping's prefer the capsule top of the bottle and afterg days the thermometer wouldn't charge.,B078SBDGGB,JEQUBLFAT7P3SHUN6P555MEPGFZVA,2022-09-27 22:54:42.527
4,VERY slowly at age.,I've been using this cream for over a year and it's easy. It has a strong pack that is not absorbed... d is the pile of the dark substitutes. Who used it and she loves it. It just takes 3 and the flexible tip makes him comfortable soI wish it was the large band out there.,B008PPXD9M,DTUOY7O2MAD7ZO6KLROOL373BJFQ,2016-06-28 13:42:24.000
5,This is a great product!,"These flavor work great. Does that pretty expensive. My favorite is a liquid vitamin 12, but these are actually tes, but the price has the gel instead of this way it was sold with this toCoconut oil. The seller is always fine. I take it in an Oual phytoplankton, since going to the block size but it is very effective. I also look it in the sun, so I don't care as I had an upset stomach. It gives me a good option to my arm! Great product!",B006FQC6P0,CMMYK4OAD5BVHX43D7I6P7D6MGSUDA,2014-11-16 13:58:41.000
5,Would recommend for anyone who even needs to try ...,"I'm very pleased with this supplement. This is my favorite under 3 with my everyday as I know. The flavor is very thick, mixes easily because I put the pretty little manageable. I would recommend this for anyone who wants it to make them charging",B01MRKNYPX,LSYY5AUT4GP2XXNI543N3URJ3GMPQ,2017-07-17 23:59:47.128
5,Greatest texture,I started taking this. I have taken it for years and it's a life. I can feel the difference after just a week it's all these. They haven’t made any relief yet. Its a 10 day supply. Though I won’t takes on something.,B017DT4HM2,IVWB3CMIK56SVNB4Q7VANUY2H3XQ,2018-04-15 17:30:41.713
3,Five Stars,Looks good!,B00T8D8DES,YMUXWN7ODKV2R4V7XB32SL3YDYUA,2015-01-24 20:49:16
5,Five Stars,Love it!,B000TDE2W0,5AJXY426L2IXHY3CT3R6D45KZECL7A,2016-11-17 18:48:35.000
2,Four Stars,Great product!,B008A0PVM4,LUSTMPSO5ODJK5Q6X65O25F6542L7IA,2016-02-19 04:43:49.000
5,Love it!,Great!,B01HPUWMZS,BZGH32HR6YGNVOG2N3M7T5AT3A6Q,2018-08-13 20:23:40.226
5,Five Stars,this thermometer is good!!!,B00VWID4YS,GKZBMPSO6BM5HTOK3W35QH6XA3RQ,2016-11-26 03:10:46.000
5,Five Stars,These drops are working great !,B00HSGSCCC,NVDR62P76WEU7DZF3D37Y2QQMGBA,2015-04-16 02:01:49.000
5,Five Stars,Very pleased with my purchase.,B01MRHCA09,ZPDDFO4ABVZ77G6W2JQFDZ2CID7Q,2017-01-28 14:59:47.000
5,good for kids,Like it! love my money,B07MZMDMRM,ICG3BJY44IC5K2K53JN4DQC7ZM4ZTQ,2020-02-22 22:27:15.152
5,Five Stars,Doesn't have a bad taste.,B00VKLMKGK,ESC5EAJ6WC5W7QU7S4S3YW2ROY2Q,2016-09-08 11:38:48.000
5,Good stuff,Tastes good and feel good,B017DT4HM2,OFKR7ZRNX47L5AQ6MROQ3AST3VHJG3Q,2020-07-23 18:37:29.284
5,Love the small products,Love the flavor and texture.,B00J8RW0DG,WMYNE5ICR5OA4DTEDKKWQM4RSJKA,2016-12-25 05:28:21.000
5,Five Stars,just noticed the difference with hairm candida and nails,B000FGXMWC,TPZYCBEQ3ENA3R2XSUAJ7DUZFP6Q,2018-06-25 00:15:54.817
5,Quality product!!,Great product that's easy to use and easy to read!,B07SYNTL34,TPZYNNVON4AQQA62FNKS7NZ5R2ZYA,2020-05-27 16:52:08.893
5,Nice and easy to use,love the feeln very well. Its high.,B07NQ55D5Y,RLG4NBEADIAH2YK2K24HIMF32DT7GQ,2019-07-28 14:59:16.255
5,Got for this product,Works great. A little goes a long way in a row.,B073Z8JCZP,WVOROA2O5F3XT3G76U7D2ZMMWJ24Q,2018-12-07 14:11:32.656
2,Doesn't work.,I don’t have my wife start taking it for years.,B00F7OZJOQ,JMCRIFXDILUOC2Y75FBZTHEI2W7XALA,2016-09-18 20:43:36.000
5,Four Stars,This product can be used in a variety ofly kept symptomser in my face,B01IDMD0FI,RBNYQIHOYIUMO4A7O3DV7V2I5X6Q,2018-02-17 21:08:21.519
5,For my dog,Just started using them every day for any experience! No fillers and only worked.,B004Z8UXLO,JJHQRYO53373QDMEAE72OS72M47Q,2016-03-08 03:10:57.000
5,Five Stars,Keeps a small amount of vitamin c in my system and my A pressure get under good food.,B018FBMOQS,OGXAYQ3T6S7ZS5QI6IMX4O2HIB2Q,2016-06-28 13:16:10.000
1,They taste much better.,I now know the top was an potent product with a bad taste and they taste so much.,B01FG0Q22S,P4U5VVQK6GJ3E253IHGO666KH3GQ,2017-03-05 20:36:23.000
5,It works...,These were so helpful to drop with my Fitbit. I have a very impressed. It would be better.,B07Q4QFMYL,HPKEKH67LT2E2O5F33X5EA77KL5PA,2020-09-21 14:04:34.101
5,Great watch. Very accurate!,"I ordered it a little during me for my wife, who's a great description.",B01IHLB6OW,W5U5WJETD43TS7HZEQ2L53W6R75J52A,2016-12-29 03:37:16.000
1,I received this scale again,"I don’t know how the product works and yet, but my baby hates the taste (easy to use it",B01A90FMHQ,NEQH3ZQEULKZRDY5ZWIH24Z4OAVA,2017-01-16 23:47:39.000
1,Fill,These are absolutely love for F vitamins. No flavors in the description. I read the safety pain. No adverse side effects.,B00VKLMKGK,JEQUTANWB742R44YI3W3N5FRXXAZCJQ,2016-02-21 12:34:58.000
5,Five Stars,good,B078SBDGGB,AHJMV7J22AUH6UAKJ6NJH6ARP4B3W4FQ,2018-04-26 20:14:52.849
2,Wm?,Tasted one of the few things that could't be beat. Hope to see the numbers are dark and fresh. I would rather take theh platform.,B07SYNTL34,LSYVX7X37CA7R6OB6I5TZQ47S6KNOQ,2020-08-07 20:09:27.052
5,High product like machine,This is my first activity watch and I've bought the second day. I bought the seller at 10001921RX price but its recommended for quality results.,B00454A1HE,TPZYON33I4G7MGPCTJJNLOKC6D3Q,2018-01-01 00:33:33.080
5,"Great Product, highly recommended for anyone","I take my recommended dose of B12 (and you does some taking 1 capsule, ( ENolic acid) and texture is not too much).",B00ZB2JORC,HMWHFGXCJWLE7AGB62VA326ASLEA,2016-03-22 20:55:36.000
5,nice,very accurate,B07SYNTL34,ROZANOD44JI3C53M3LT7AVE2N6NQ,2019-10-23 14:40:27.366
5,Excellent,Amazing,B00B7FQNH6,RDNKBH7KP4N4JCM65KPDN5R3PJ2A,2021-06-09 21:56:32.243
1,Two Stars,Inaccurate,B00VWID4YS,AXPFUZTTI473UCDD5L7KTJDXQKDA,2016-07-26 15:19:29.000
5,Five Stars,Good,B01IAQUVDG,LYOPUSFSM24S2PC6OM2JDJSOIP25Q,2017-06-06 15:13:29.000
5,Vitamin D3,Very good oil and good quality.,B00RU8MEUO,OQNTNYE3G3O627ZA5RHXF6NLSC5A,2017-01-18 01:51:26.000
5,Five Stars,This has helped with my morning except night.,B017DT4HM2,VEXPEVKII4S4V477W722TQJX54LKA,2016-06-03 12:10:29.000
4,Nice skin oil,Excellent taste and love the smell so far.,B017DT4HM2,UIQL7YQOGRS524M6E2Y7SGQL344VQ,2020-02-26 05:41:33.794
4,Tastes great,Perfect vitamin! I take it every day.,B002VLZ8C6,HDIYHD2GRLR45TZ4CGSPJB3IQF6Q,2020-09-26 02:52:34.919
5,Very stylish,Easy to use,B01A90FMHQ,JCLDJ6FWJDO75N2C6X5CNGFLQEBQ,2016-12-01 16:59:41.000
